OBJECTID,Date,Lat,Lon,Genus,Species,Sex,Status,County,State,F_updated,x,y
219,1553817600000,29.206673,-90.04071,Tursiops,truncatus,Unknown,Condition Unknown,Jefferson,LA,1588749604701,403072,188741
220,1553817600000,30.393873,-88.91437,Tursiops,truncatus,Male,Fresh Dead,Harrison,MS,1588749604701,521545,44833
221,1553904000000,30.38358,-89.01844,Tursiops,truncatus,Female,Fresh Dead,Harrison,MS,1588749604701,510599,46088
222,1553904000000,30.364285,-89.08345,Tursiops,truncatus,Female,Moderate Decomposition,Harrison,MS,1588749604701,503761,48441
223,1553904000000,30.28591,-89.36423,Tursiops,truncatus,Male,Moderate Decomposition,Hancock,MS,1588749604701,474228,57991
224,1556668800000,29.55416,-92.22916,Tursiops,truncatus,Male,Advanced Decomposition,Vermillion,LA,1588749604701,172884,146796
225,1556668800000,30.289179,-89.35715,Tursiops,truncatus,Unknown,Advanced Decomposition,Hancock,MS,1588749604701,474972,57593
226,1556668800000,30.248327,-89.423035,Tursiops,truncatus,Unknown,Moderate Decomposition,Hancock,MS,1588749604701,468042,62568
227,1556755200000,29.82635,-89.59966,Tursiops,truncatus,Unknown,Advanced Decomposition,St. Bernard,LA,1588749604701,449464,113839
228,1556755200000,29.18431,-90.05753,Tursiops,truncatus,Female,Fresh Dead,Jefferson,LA,1588749604701,401304,191435
229,1556755200000,30.29883,-89.33486,Tursiops,truncatus,Male,Moderate Decomposition,Hancock,MS,1588749604701,477317,56417
230,1556755200000,30.348713,-89.13739,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,498087,50339
231,1556755200000,30.3041,-89.27917,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,483174,55775
232,1556755200000,30.206804,-89.09563,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,502480,67623
233,1556755200000,30.218622,-89.07835,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,504298,66184
234,1556755200000,30.27261,-89.37668,Tursiops,truncatus,Unknown,Advanced Decomposition,Hancock,MS,1588749604701,472918,59611
235,1556841600000,29.70365,-89.51825,Tursiops,truncatus,Male,Advanced Decomposition,St. Bernard,LA,1588749604701,458027,128707
236,1556841600000,29.856533,-89.59872,Tursiops,truncatus,Unknown,Advanced Decomposition,St. Bernard,LA,1588749604701,449563,110179
237,1556841600000,30.21432,-89.10426,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,501572,66708
238,1556841600000,30.345118,-88.50877,Tursiops,truncatus,Unknown,Advanced Decomposition,Jackson,MS,1588749604701,564208,50777
239,1556841600000,30.30322,-89.32929,Tursiops,truncatus,Female,Moderate Decomposition,Hancock,MS,1588749604701,477902,55882
240,1556928000000,30.34496,-89.1451,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,497276,50796
241,1556928000000,30.34905,-89.13695,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,498134,50298
242,1556928000000,30.388577,-88.990524,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,513535,45479
243,1556928000000,30.331226,-89.18792,Tursiops,truncatus,Female,Moderate Decomposition,Harrison,MS,1588749604701,492772,52470
244,1556928000000,29.760283,-89.67768,Tursiops,truncatus,Unknown,Advanced Decomposition,St. Bernard,LA,1588749604701,441257,121847
245,1557014400000,29.8947,-89.35218,Tursiops,truncatus,Unknown,Advanced Decomposition,Saint Bernard,LA,1588749604701,475495,105549
246,1557014400000,29.667967,-89.58688,Tursiops,truncatus,Unknown,Advanced Decomposition,St Bernard,LA,1588749604701,450808,133027
247,1557014400000,30.155785,-89.61303,Tursiops,truncatus,Unknown,Advanced Decomposition,St. Tammany,LA,1588749604701,448058,73831
248,1557014400000,30.03333,-89.2361,Tursiops,truncatus,Unknown,Advanced Decomposition,St. Bernard,LA,1588749604701,487705,88718
249,1557014400000,30.00366,-89.36043,Tursiops,truncatus,Unknown,Advanced Decomposition,St. Bernard,LA,1588749604701,474627,92322
250,1557014400000,30.370647,-89.35115,Tursiops,truncatus,Unknown,Moderate Decomposition,Hancock,MS,1588749604701,475604,47665
251,1557100800000,29.636232,-89.5026,Tursiops,truncatus,Male,Advanced Decomposition,Saint Bernard,LA,1588749604701,459673,136868
252,1557100800000,29.673683,-89.55385,Tursiops,truncatus,Male,Advanced Decomposition,St. Bernard,LA,1588749604701,454283,132335
253,1557100800000,30.29468,-89.3418,Tursiops,truncatus,Female,Moderate Decomposition,Hancock,MS,1588749604701,476587,56923
254,1557187200000,29.24947,-89.96004,Tursiops,truncatus,Male,Fresh Dead,Jefferson,LA,1588749604701,411558,183582
255,1557187200000,29.181,-90.064,Tursiops,truncatus,Unknown,Advanced Decomposition,Jefferson,LA,1588749604701,400623,191834
256,1557187200000,30.12165,-89.2235,Tursiops,truncatus,Unknown,Advanced Decomposition,Saint Bernard,LA,1588749604701,489030,77983
257,1557187200000,29.741833,-89.55247,Tursiops,truncatus,Female,Advanced Decomposition,St. Bernard,LA,1588749604701,454428,124082
258,1557187200000,29.662884,-89.4633,Tursiops,truncatus,Female,Moderate Decomposition,St. Bernard,LA,1588749604701,463807,133642
259,1557187200000,29.24949,-89.96004,Tursiops,truncatus,Unknown,Advanced Decomposition,Jefferson,LA,1588749604701,411558,183580
260,1557360000000,29.977064,-93.339294,Tursiops,truncatus,Unknown,Condition Unknown,Cameron,LA,1588749604701,56116,95552
261,1557360000000,30.31911,-89.22984,Tursiops,truncatus,Female,Moderate Decomposition,Harrison,MS,1588749604701,488363,53946
262,1557532800000,29.72081,-89.52792,Tursiops,truncatus,Unknown,Advanced Decomposition,St. Bernard,LA,1588749604701,457010,126628
263,1557532800000,29.66537,-89.46658,Tursiops,truncatus,Female,Advanced Decomposition,St. Bernard,LA,1588749604701,463462,133341
264,1557532800000,30.30349,-89.28182,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,482895,55850
265,1557792000000,30.26355,-87.550064,Tursiops,truncatus,Male,Moderate Decomposition,Baldwin,AL,1588749604701,665048,60714
266,1557792000000,30.01478,-89.51727,Tursiops,truncatus,Unknown,Advanced Decomposition,St. Bernard,LA,1588749604701,458130,90972
267,1557792000000,30.238106,-89.42439,Tursiops,truncatus,Unknown,Moderate Decomposition,Hancock,MS,1588749604701,467899,63813
268,1557878400000,30.0435,-89.7911,Tursiops,truncatus,Unknown,Advanced Decomposition,Orleans,LA,1588749604701,429328,87482
269,1557878400000,29.401316,-90.30159,Tursiops,truncatus,Unknown,Alive,La Fourche,LA,1588749604701,375632,165263
270,1557878400000,29.401316,-90.30159,Tursiops,truncatus,Unknown,Alive,La Fourche,LA,1588749604701,375632,165263
271,1557878400000,29.191177,-90.04681,Tursiops,truncatus,Male,Advanced Decomposition,Jefferson,LA,1588749604701,402431,190608
272,1557964800000,29.69886,-89.34862,Tursiops,truncatus,Unknown,Moderate Decomposition,St. Bernard,LA,1588749604701,475870,129287
273,1557964800000,29.1844,-90.0575,Tursiops,truncatus,Male,Advanced Decomposition,Jefferson,LA,1588749604701,401307,191424
274,1558051200000,29.603363,-89.653404,Tursiops,truncatus,Unknown,Advanced Decomposition,Plaquemines,LA,1588749604701,443811,140845
275,1558137600000,30.32931,-89.19528,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,491998,52704
276,1558224000000,30.281658,-89.36895,Tursiops,truncatus,Unknown,Moderate Decomposition,Hancock,MS,1588749604701,473731,58509
277,1558224000000,30.33985,-89.16144,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,495558,51419
278,1558310400000,29.23519,-89.98576,Tursiops,truncatus,Unknown,Moderate Decomposition,Jefferson,LA,1588749604701,408853,185304
279,1558310400000,29.75492,-93.61913,Tursiops,truncatus,Unknown,Advanced Decomposition,Cameron,LA,1588749604701,26682,122496
280,1558310400000,30.31208,-89.25124,Tursiops,truncatus,Female,Moderate Decomposition,Harrison,MS,1588749604701,486112,54803
281,1558310400000,30.335073,-89.17561,Tursiops,truncatus,Unknown,Advanced Decomposition,Harrison,MS,1588749604701,494067,52001
282,1558396800000,30.36496,-89.08507,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,503590,48358
283,1558483200000,30.297586,-89.337,Tursiops,truncatus,Unknown,Advanced Decomposition,Hancock,MS,1588749604701,477092,56569
284,1558569600000,30.22551,-88.90303,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,522738,65346
285,1558569600000,30.209267,-88.95661,Tursiops,truncatus,Unknown,Mummified/Skeletal,Harrison,MS,1588749604701,517102,67323
286,1558656000000,30.760838,-87.98141,Tursiops,truncatus,Unknown,Alive,Baldwin,AL,1588749604701,619677,0
287,1558656000000,30.20888,-89.08693,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,503395,67370
288,1558742400000,29.30278,-89.95757,Tursiops,truncatus,Male,Advanced Decomposition,Jefferson,LA,1588749604701,411818,177154
289,1558742400000,30.39098,-88.96728,Tursiops,truncatus,Unknown,Advanced Decomposition,Harrison,MS,1588749604701,515980,45186
290,1558742400000,30.31909,-89.22983,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,488364,53949
291,1558828800000,29.660316,-89.564865,Tursiops,truncatus,Unknown,Moderate Decomposition,St. Bernard,LA,1588749604701,453124,133953
292,1558828800000,30.233421,-89.148796,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,496887,64383
293,1558828800000,30.354668,-88.91815,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,521148,49613
294,1558828800000,30.31817,-89.23218,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,488117,54061
295,1558915200000,30.341984,-88.80127,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,533442,51159
296,1558915200000,30.324009,-89.21591,Tursiops,truncatus,Female,Fresh Dead,Harrison,MS,1588749604701,489828,53349
297,1559001600000,30.391043,-88.961296,Tursiops,truncatus,Female,Moderate Decomposition,Harrison,MS,1588749604701,516609,45178
298,1559001600000,30.39192,-88.94604,Tursiops,truncatus,Female,Moderate Decomposition,Harrison,MS,1588749604701,518214,45071
299,1559001600000,30.40338,-88.82587,Tursiops,truncatus,Female,Moderate Decomposition,Jackson,MS,1588749604701,530854,43674
300,1559001600000,30.39343,-88.89512,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,523570,44887
301,1559001600000,30.39326,-88.89397,Tursiops,truncatus,Female,Moderate Decomposition,Harrison,MS,1588749604701,523691,44908
302,1559001600000,30.353556,-89.07167,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,505000,49748
303,1559001600000,30.287167,-89.027,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,509698,57838
304,1559088000000,30.22518,-89.07366,Tursiops,truncatus,Unknown,Advanced Decomposition,Harrison,MS,1588749604701,504791,65386
305,1559088000000,30.32752,-89.20377,Tursiops,truncatus,Female,Fresh Dead,Harrison,MS,1588749604701,491105,52922
306,1559088000000,30.288433,-89.0371,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,508636,57684
307,1559088000000,30.37606,-89.04391,Tursiops,truncatus,Male,Advanced Decomposition,Harrison,MS,1588749604701,507920,47005
308,1559088000000,30.39406,-88.90649,Tursiops,truncatus,Female,Moderate Decomposition,Harrison,MS,1588749604701,522374,44810
309,1559174400000,30.325556,-88.13472,Tursiops,truncatus,Male,Moderate Decomposition,Mobile,AL,1588749604701,603551,53161
310,1559174400000,30.229181,-87.96436,Tursiops,truncatus,Female,Fresh Dead,Baldwin,AL,1588749604701,621471,64899
311,1559174400000,30.35058,-89.13371,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,498474,50111
312,1559174400000,30.21361,-88.94251,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,518585,66795
313,1559174400000,30.367222,-88.77355,Tursiops,truncatus,Female,Moderate Decomposition,Jackson,MS,1588749604701,536357,48083
314,1559174400000,30.246447,-89.42398,Tursiops,truncatus,Female,Moderate Decomposition,Hancock,MS,1588749604701,467942,62797
315,1559260800000,30.3741,-88.8498,Tursiops,truncatus,Female,Moderate Decomposition,Harrison,MS,1588749604701,528337,47244
316,1559260800000,30.28615,-89.08884,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,503195,57962
317,1559260800000,30.37053,-89.0747,Tursiops,truncatus,Male,Alive,Harrison,MS,1588749604701,504681,47679
318,1572739200000,30.251175,-88.07911,Tursiops,truncatus,Female,Fresh Dead,Mobile,AL,1588749604701,609401,62221
319,1572998400000,30.346254,-88.12372,Tursiops,truncatus,Unknown,Moderate Decomposition,Mobile,AL,1588749604701,604709,50638
320,1573171200000,29.795427,-93.63093,Tursiops,truncatus,Unknown,Alive,Cameron,LA,1588749604701,25441,117588
321,1574035200000,29.7494,-93.6597,Tursiops,truncatus,Male,Fresh Dead,Cameron,LA,1588749604701,22415,123165
322,1574467200000,29.24353,-89.97067,Tursiops,truncatus,Male,Fresh Dead,Jefferson,LA,1588749604701,410439,184298
323,1574553600000,30.608477,-87.912285,Tursiops,truncatus,Male,Moderate Decomposition,Baldwin,AL,1588749604701,626948,18635
324,1574726400000,30.223862,-88.91261,Tursiops,truncatus,Female,Moderate Decomposition,Harrison,MS,1588749604701,521730,65547
325,1575072000000,29.2497,-89.56,Tursiops,truncatus,Unknown,Moderate Decomposition,Plaquemines,LA,1588749604701,453636,183555
326,1570147200000,30.545279,-87.90274,Tursiops,truncatus,Male,Moderate Decomposition,Baldwin,AL,1588749604701,627952,26356
327,1570233600000,30.277723,-87.551094,Tursiops,truncatus,Female,Moderate Decomposition,Baldwin,AL,1588749604701,664940,58988
328,1570320000000,30.181465,-89.74677,Tursiops,truncatus,Male,Moderate Decomposition,St. Tammany,LA,1588749604701,433990,70707
329,1570406400000,30.305523,-88.598854,Tursiops,truncatus,Male,Moderate Decomposition,Jackson,MS,1588749604701,554732,55602
330,1572048000000,30.339308,-89.16467,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,495218,51485
331,1572134400000,30.334106,-88.262764,Tursiops,truncatus,Female,Moderate Decomposition,Mobile,AL,1588749604701,590084,52119
332,1567296000000,29.27585,-90.13402,Tursiops,truncatus,Male,Moderate Decomposition,Jefferson,LA,1588749604701,393259,180402
333,1568332800000,30.356886,-88.839485,Tursiops,truncatus,Unknown,Moderate Decomposition,Harrison,MS,1588749604701,529422,49343
334,1568419200000,30.3849,-87.42795,Tursiops,truncatus,Male,Moderate Decomposition,Escambia,FL,1588749604701,677892,45927
335,1569110400000,30.36146,-89.09291,Tursiops,truncatus,Male,Moderate Decomposition,Harrison,MS,1588749604701,502766,48785
336,1569628800000,30.353064,-88.63855,Tursiops,truncatus,Unknown,Moderate Decomposition,Jackson,MS,1588749604701,550557,49808
337,1569715200000,30.40886,-88.83839,Tursiops,truncatus,Unknown,Moderate Decomposition,Jackson,MS,1588749604701,529538,43006
